Cell,Feature,p value,adjusted p value
CD4 TCM,CD48,1.06069E-06,2.74401E-05
CD4 TCM,PARVA,1.07152E-06,2.76902E-05
CD4 TCM,KMT2A,1.08482E-06,2.79764E-05
CD4 TCM,EEF1G,1.08496E-06,2.79764E-05
CD4 TCM,TOB2,1.08668E-06,2.79903E-05
CD4 TCM,UMODL1,1.11884E-06,2.87874E-05
CD4 TCM,LOXL1-AS1,1.13212E-06,2.90975E-05
CD4 TCM,TPTEP2-CSNK1E,1.17172E-06,3.00826E-05
CD4 TCM,ESD,1.17836E-06,3.02204E-05
CD4 TCM,PLPBP,1.20017E-06,3.07463E-05
CD4 TCM,TCEANC,1.23356E-06,3.15678E-05
CD4 TCM,PKM,1.25812E-06,3.21613E-05
CD4 TCM,SEC11A,1.36992E-06,3.49818E-05
CD4 TCM,LOC100133286,1.37208E-06,3.49991E-05
CD4 TCM,RSPH14,1.37483E-06,3.50315E-05
CD4 TCM,MYO5A,1.56335E-06,3.97924E-05
CD4 TCM,EBP,1.6357E-06,4.15892E-05
CD4 TCM,NEDD4,1.71512E-06,4.35619E-05
CD4 TCM,B2M,1.7432E-06,4.42276E-05
CD4 TCM,ZNF624,1.76897E-06,4.48334E-05
CD4 TCM,QTRT1,1.77111E-06,4.48397E-05
CD4 TCM,DEFB115,1.78615E-06,4.51722E-05
CD4 TCM,LOC101929464,1.85428E-06,4.68453E-05
CD4 TCM,LMNB2,1.89584E-06,4.78441E-05
CD4 TCM,SAP130,1.90516E-06,4.80283E-05
CD4 TCM,MX2,1.91354E-06,4.81884E-05
CD4 TCM,TBC1D22A,1.94874E-06,4.90226E-05
CD4 TCM,BRD1,2.00958E-06,5.04996E-05
CD4 TCM,RXFP4,2.02077E-06,5.07268E-05
CD4 TCM,ENTPD6,2.10151E-06,5.26979E-05
CD4 TCM,MIR650,2.17933E-06,5.45916E-05
CD4 TCM,TLR5,2.23604E-06,5.59529E-05
CD4 TCM,THBS3,2.24936E-06,5.62269E-05
CD4 TCM,EXOSC6,2.28673E-06,5.71009E-05
CD4 TCM,ICE1,2.30915E-06,5.75999E-05
CD4 TCM,LINC00484,2.40885E-06,6.00237E-05
CD4 TCM,PLEKHA7,2.42667E-06,6.04041E-05
CD4 TCM,CLLU1,2.45707E-06,6.10967E-05
CD4 TCM,SDF2L1,2.4892E-06,6.18309E-05
CD4 TCM,BATF,2.52213E-06,6.25832E-05
CD4 TCM,MIR7160,2.68635E-06,6.65883E-05
CD4 TCM,USP4,2.79797E-06,6.92281E-05
CD4 TCM,POGZ,2.79869E-06,6.92281E-05
CD4 TCM,CDAN1,2.92854E-06,7.23644E-05
CD4 TCM,IRF6,2.99561E-06,7.38841E-05
CD4 TCM,FAM187B,2.99627E-06,7.38841E-05
CD4 TCM,OSER1-DT,3.00193E-06,7.39466E-05
CD4 TCM,CORO1B,3.08425E-06,7.58955E-05
CD4 TCM,FAM210B,3.14977E-06,7.74274E-05
CD4 TCM,PAIP2,3.26474E-06,8.01706E-05
CD4 TCM,NCR2,3.32651E-06,8.16028E-05
CD4 TCM,HPCAL4,3.41774E-06,8.37541E-05
CD4 TCM,TPRA1,3.4327E-06,8.40337E-05
CD4 TCM,SMLR1,3.55802E-06,8.70117E-05
CD4 TCM,SH3BP5-AS1,3.59144E-06,8.77386E-05
CD4 TCM,CCM2,3.72131E-06,9.07263E-05
CD4 TCM,MNT,3.7214E-06,9.07263E-05
CD4 TCM,CELF2-AS1,3.79536E-06,9.24343E-05
CD4 TCM,CRTC1,3.88051E-06,9.44112E-05
CD4 TCM,PAFAH1B1,3.89683E-06,9.47109E-05
CD4 TCM,ATP5MG,3.98437E-06,9.67395E-05
CD4 TCM,MIR1281,4.04592E-06,9.81333E-05
CD4 TCM,CHD2,4.14235E-06,0.000100369
CD4 TCM,LOC730098,4.24453E-06,0.00010274
CD4 TCM,ATP1B4,4.30104E-06,0.000104002
CD4 TCM,LINC01237,4.41519E-06,0.000106653
CD4 TCM,PARL,4.46169E-06,0.000107667
CD4 TCM,CUL1,4.5083E-06,0.000108681
CD4 TCM,OTULIN,4.54251E-06,0.000109394
CD4 TCM,AGPAT3,4.59956E-06,0.000110656
CD4 TCM,MRPL36,4.7257E-06,0.000113575
CD4 TCM,XCR1,4.76596E-06,0.000114426
CD4 TCM,PBX4,4.95917E-06,0.000118945
CD4 TCM,NOMO1,5.00879E-06,0.000120013
CD4 TCM,CAMK1D,5.06268E-06,0.000121182
CD4 TCM,FGL2,5.20847E-06,0.000124546
CD4 TCM,CRLF3,5.31457E-06,0.000126874
CD4 TCM,TP53INP1,5.31651E-06,0.000126874
CD4 TCM,TRAF3,5.32731E-06,0.000127003
CD4 TCM,GNG3,5.55982E-06,0.000132413
CD4 TCM,CERNA1,5.73564E-06,0.000136463
CD4 TCM,KLHL11,5.74344E-06,0.000136512
CD4 TCM,ADCY4,5.81611E-06,0.000138101
CD4 TCM,SLMAP,5.92274E-06,0.000140492
CD4 TCM,TNFRSF10A,6.14054E-06,0.000145512
CD4 TCM,PPP3CB,6.19408E-06,0.000146634
CD4 TCM,FAM9C,6.2429E-06,0.000147523
CD4 TCM,BAIAP2-DT,6.24407E-06,0.000147523
CD4 TCM,CFAP54,6.2653E-06,0.000147877
CD4 TCM,XG,6.48722E-06,0.000152963
CD4 TCM,USP36,6.64583E-06,0.000156547
CD4 TCM,MIR1537,6.84297E-06,0.000161031
CD4 TCM,KLF12,7.02703E-06,0.000165198
CD4 TCM,MORC4,7.18843E-06,0.000168825
CD4 TCM,CDC42SE2,7.32166E-06,0.000171784
CD4 TCM,DICER1-AS1,7.67214E-06,0.000179829
CD4 TCM,RORA-AS2,7.76388E-06,0.000181799
CD4 TCM,WBP4,7.88E-06,0.000184336
CD4 TCM,PRPSAP2,7.88847E-06,0.000184352
CD4 TCM,SYTL3,7.90752E-06,0.000184615
CD4 TCM,FOXJ2,7.98595E-06,0.000186263
CD4 TCM,PLEKHA4,8.11091E-06,0.000188991
CD4 TCM,CYP1B1,8.20811E-06,0.000191068
CD4 TCM,RPL10A,8.45033E-06,0.000196514
CD4 TCM,CALY,8.69428E-06,0.000201989
CD4 TCM,BICDL1,8.96139E-06,0.00020799
CD4 TCM,ZNF688,9.47526E-06,0.000219702
CD4 TCM,UBXN6,9.67176E-06,0.000224039
CD4 TCM,C2CD2L,9.73452E-06,0.00022508
CD4 TCM,UBE2O,9.74375E-06,0.00022508
CD4 TCM,ZFP36L2,9.74521E-06,0.00022508
CD4 TCM,RNASET2,9.84561E-06,0.000227178
CD4 TCM,SERINC5,9.90012E-06,0.00022781
CD4 TCM,RAPGEF1,9.90162E-06,0.00022781
CD4 TCM,ZNF541,9.90185E-06,0.00022781
CD4 TCM,CORO6,1.00575E-05,0.000231167
CD4 TCM,AHNAK,1.02436E-05,0.000235215
CD4 TCM,MAIP1,1.05034E-05,0.000240947
CD4 TCM,PPP2R3C,1.06064E-05,0.000243075
CD4 TCM,MRPL16,1.06706E-05,0.000244283
CD4 TCM,SPTBN1,1.06828E-05,0.000244283
CD4 TCM,GALNT17,1.069E-05,0.000244283
CD4 TCM,TNFSF8,1.08692E-05,0.000248036
CD4 TCM,LAMP3,1.08752E-05,0.000248036
CD4 TCM,C16orf46,1.08916E-05,0.000248172
CD4 TCM,LOC283335,1.09261E-05,0.000248719
CD4 TCM,TUBB4A,1.09732E-05,0.000249551
CD4 TCM,RANGAP1,1.10522E-05,0.00025103
CD4 TCM,ELK3,1.10594E-05,0.00025103
CD4 TCM,SAP25,1.1122E-05,0.00025221
CD4 TCM,MRPL1,1.1369E-05,0.000257563
CD4 TCM,CLTB,1.14521E-05,0.000259199
CD4 TCM,OR5K4,1.14687E-05,0.000259326
CD4 TCM,MIR483,1.16265E-05,0.000262644
CD4 TCM,ALG5,1.17923E-05,0.000266136
CD4 TCM,LYSMD2,1.18928E-05,0.000267894
CD4 TCM,MIR4326,1.18928E-05,0.000267894
CD4 TCM,RILPL2,1.22872E-05,0.000276515
CD4 TCM,NEURL1-AS1,1.25522E-05,0.000281957
CD4 TCM,CPNE2,1.25528E-05,0.000281957
CD4 TCM,TMEM39B,1.25938E-05,0.00028261
CD4 TCM,MRPL20,1.33156E-05,0.000298523
CD4 TCM,ST6GAL1,1.35127E-05,0.000302657
CD4 TCM,CITED4,1.41158E-05,0.000315867
CD4 TCM,XDH,1.43574E-05,0.000320969
CD4 TCM,MBNL1-AS1,1.45955E-05,0.000325733
CD4 TCM,MIR5699,1.4598E-05,0.000325733
CD4 TCM,BCL10,1.47983E-05,0.000328654
CD4 TCM,CCDC58,1.47983E-05,0.000328654
CD4 TCM,MRPS18C,1.47983E-05,0.000328654
CD4 TCM,LOC101927141,1.47983E-05,0.000328654
CD4 TCM,ITFG1-AS1,1.47983E-05,0.000328654
CD4 TCM,PEX11B,1.52696E-05,0.000338805
CD4 TCM,NCKIPSD,1.54851E-05,0.000343266
CD4 TCM,KLF2,1.56205E-05,0.000345942
CD4 TCM,IL17RA,1.56881E-05,0.000347116
CD4 TCM,DAPK2,1.5837E-05,0.000350083
CD4 TCM,TM7SF2,1.61052E-05,0.000355679
CD4 TCM,POLR3F,1.63051E-05,0.000359761
CD4 TCM,GIMAP8,1.67256E-05,0.000368694
CD4 TCM,LDHD,1.67608E-05,0.000369126
CD4 TCM,CRIP2,1.68791E-05,0.000371387
CD4 TCM,TMEM262,1.72069E-05,0.000377899
CD4 TCM,OSGEP,1.72069E-05,0.000377899
CD4 TCM,MIR548O,1.76223E-05,0.000386662
CD4 TCM,TCP10L2,1.79686E-05,0.000393896
CD4 TCM,ITGB7,1.86447E-05,0.00040834
CD4 TCM,LINC01255,1.86832E-05,0.000408805
CD4 TCM,UBA1,1.90008E-05,0.000414988
CD4 TCM,NHSL2,1.90008E-05,0.000414988
CD4 TCM,MTMR4,1.98982E-05,0.000434187
CD4 TCM,LINC00392,1.99429E-05,0.000434763
CD4 TCM,RAB44,2.00112E-05,0.00043585
CD4 TCM,KCNA2,2.00923E-05,0.000437215
CD4 TCM,ARID5B,2.09351E-05,0.000455136
CD4 TCM,PIAS1,2.1246E-05,0.000461473
CD4 TCM,TRERF1,2.14432E-05,0.000465329
CD4 TCM,EMC9,2.16048E-05,0.000468308
CD4 TCM,LINC00548,2.162E-05,0.000468308
CD4 TCM,KCNJ11,2.17431E-05,0.000470545
CD4 TCM,GFI1,2.20733E-05,0.000477254
CD4 TCM,MIR31HG,2.25862E-05,0.000487501
CD4 TCM,RASA2,2.25884E-05,0.000487501
CD4 TCM,CSNK2A1,2.31937E-05,0.000500111
CD4 TCM,RPS19BP1,2.32574E-05,0.000501028
CD4 TCM,FAM78A,2.36494E-05,0.00050901
CD4 TCM,MIR33B,2.41387E-05,0.00051907
CD4 TCM,HNRNPA3,2.4196E-05,0.00051983
CD4 TCM,TMED2,2.47575E-05,0.000531302
CD4 TCM,FAM220A,2.47748E-05,0.000531302
CD4 TCM,PRKCD,2.54309E-05,0.000544878
CD4 TCM,CHRM3-AS2,2.57519E-05,0.000551259
CD4 TCM,GPRIN3,2.57944E-05,0.000551671
CD4 TCM,FBRS,2.62401E-05,0.000560696
CD4 TCM,POLN,2.69446E-05,0.000575232
CD4 TCM,PLCG2,2.73722E-05,0.000583834
CD4 TCM,MIR921,2.75444E-05,0.000586979
CD4 TCM,HLA-E,2.77421E-05,0.00059066
CD4 TCM,VSX1,2.8109E-05,0.000597934
CD4 TCM,ADAM19,2.94205E-05,0.000625271
CD4 TCM,LINC00673,2.96053E-05,0.000628634
CD4 TCM,PXN,3.03314E-05,0.000643477
CD4 TCM,CYB5R1,3.10153E-05,0.000657397
CD4 TCM,BBS9,3.23905E-05,0.000685932
CD4 TCM,DNAJA1,3.27213E-05,0.000692318
CD4 TCM,PLEKHB1,3.35235E-05,0.000708658
CD4 TCM,OR10V1,3.46149E-05,0.000731079
CD4 TCM,CDCA5,3.61098E-05,0.000761972
CD4 TCM,SERHL2,3.78016E-05,0.000796961
CD4 TCM,OTOP1,3.78619E-05,0.000797522
CD4 TCM,UPP1,3.79198E-05,0.000798034
CD4 TCM,TMEM139,3.88694E-05,0.000817293
CD4 TCM,LEF1-AS1,3.96309E-05,0.000832566
CD4 TCM,PIK3CD-AS2,4.15945E-05,0.000873043
CD4 TCM,LINC01882,4.2059E-05,0.000882011
CD4 TCM,ABCA5,4.20999E-05,0.000882088
CD4 TCM,LIMA1,4.28194E-05,0.00089637
CD4 TCM,STAT5A,4.31278E-05,0.00090203
CD4 TCM,RBM43,4.42797E-05,0.000925305
CD4 TCM,MIR7843,4.50992E-05,0.000940879
CD4 TCM,TLR9,4.51044E-05,0.000940879
CD4 TCM,SOGA3,4.62651E-05,0.000964243
CD4 TCM,PDXDC2P-NPIPB14P,4.65267E-05,0.000968844
CD4 TCM,NMT2,4.67772E-05,0.000973203
CD4 TCM,TENT4B,4.79856E-05,0.000997469
CD4 TCM,DNAAF2,4.9244E-05,0.00102273
CD4 TCM,ELP6,4.99014E-05,0.001035475
CD4 TCM,GOSR1,5.09706E-05,0.001055823
CD4 TCM,TBC1D8,5.09711E-05,0.001055823
CD4 TCM,RPN1,5.25588E-05,0.001087761
CD4 TCM,PIP4K2A,5.3435E-05,0.00110493
CD4 TCM,CUL7,5.4326E-05,0.001122373
CD4 TCM,MIR598,5.50168E-05,0.001135655
CD4 TCM,PROCA1,5.59115E-05,0.001153119
CD4 TCM,ATG14,5.62704E-05,0.001159513
CD4 TCM,LINC00963,5.74244E-05,0.001182265
CD4 TCM,FOXD2,5.79013E-05,0.001191047
CD4 TCM,DNAL1,5.82547E-05,0.001197278
CD4 TCM,CMA1,5.9826E-05,0.001228507
CD4 TCM,ZMYND11,5.99339E-05,0.001229657
CD4 TCM,KCTD7,6.04746E-05,0.001239676
CD4 TCM,LINC02449,6.08002E-05,0.001245275
CD4 TCM,CILP2,6.09638E-05,0.001247546
CD4 TCM,TAOK3,6.1386E-05,0.001255102
CD4 TCM,PCYT2,6.20829E-05,0.001268257
CD4 TCM,LINC01572,6.25765E-05,0.001277239
CD4 TCM,NUP98,6.27887E-05,0.001280467
CD4 TCM,MIR4308,6.34385E-05,0.001292607
CD4 TCM,TECPR2,6.45458E-05,0.001314039
CD4 TCM,FGF22,6.51927E-05,0.001326069
CD4 TCM,EGOT,6.55553E-05,0.001332303
CD4 TCM,TOR1AIP2,6.80564E-05,0.001381947
CD4 TCM,ZBTB24,6.83261E-05,0.001386237
CD4 TCM,TSPAN2,6.84802E-05,0.001388174
CD4 TCM,CTXN1,6.89717E-05,0.001396942
CD4 TCM,TRIM35,6.95079E-05,0.0014066
CD4 TCM,MAST4-AS1,6.98796E-05,0.001412916
CD4 TCM,ROGDI,7.19022E-05,0.001452571
CD4 TCM,INTS4,7.25652E-05,0.001464717
CD4 TCM,GPR183,7.27397E-05,0.00146699
CD4 TCM,MRPL41,7.30044E-05,0.001471075
CD4 TCM,PSMB8,7.38174E-05,0.001486195
CD4 TCM,SEC22B,7.39684E-05,0.001487971
CD4 TCM,MAML3,7.45917E-05,0.001499236
CD4 TCM,ZDHHC12,7.62078E-05,0.001530421
CD4 TCM,SRCIN1,7.69194E-05,0.001543403
CD4 TCM,KRTCAP3,7.77319E-05,0.00155707
CD4 TCM,OPA3,7.77319E-05,0.00155707
CD4 TCM,DGKH,7.82173E-05,0.001565469
CD4 TCM,NEK3,8.08393E-05,0.001616581
CD4 TCM,WDR73,8.0989E-05,0.00161821
CD4 TCM,ACE,8.1479E-05,0.001625841
CD4 TCM,ALYREF,8.15082E-05,0.001625841
CD4 TCM,LINC01006,8.19523E-05,0.001633325
CD4 TCM,ITIH6,8.67326E-05,0.001727145
CD4 TCM,MIR1343,8.69265E-05,0.001729553
CD4 TCM,ZNF586,8.70831E-05,0.001731215
CD4 TCM,PRSS1,8.94507E-05,0.001776792
CD4 TCM,FDFT1,9.00265E-05,0.001786732
CD4 TCM,TRIAP1,9.17535E-05,0.00181944
CD4 TCM,CD84,9.18281E-05,0.00181944
CD4 TCM,OR4D9,9.33806E-05,0.001848655
CD4 TCM,LOC101926963,9.34828E-05,0.001849134
CD4 TCM,TEX264,9.37389E-05,0.001852653
CD4 TCM,INAFM1,9.43676E-05,0.001863524
CD4 TCM,LINC00334,9.68888E-05,0.001911718
CD4 TCM,RXRG,9.7087E-05,0.001913064
CD4 TCM,LINC00332,9.71185E-05,0.001913064
CD4 TCM,FOXJ3,9.75642E-05,0.001920248
CD4 TCM,HMHB1,0.000100024,0.001967028
CD4 TCM,UBE2D4,0.000100161,0.001968085
CD4 TCM,MIR3175,0.000101459,0.001991934
CD4 TCM,RNVU1-17,0.000102965,0.002019831
CD4 TCM,GNG8,0.000104134,0.002041076
CD4 TCM,CERK,0.000106766,0.002090939
CD4 TCM,TMEM143,0.000109769,0.002147965
CD4 TCM,PSMB7,0.000111054,0.002171317
CD4 TCM,TRAF1,0.000112021,0.002188424
CD4 TCM,ELMO1,0.000113256,0.00221074
CD4 TCM,CDKL4,0.000115884,0.002260177
CD4 TCM,TACC1,0.000117851,0.002296632
CD4 TCM,KLHL6-AS1,0.000118871,0.002314615
CD4 TCM,DLG3-AS1,0.000124065,0.002413773
CD4 TCM,ZFAND5,0.000125284,0.002435483
CD4 TCM,SLC35A2,0.00012837,0.00249342
CD4 TCM,PMM1,0.000128981,0.002503255
CD4 TCM,PPM1B,0.000129288,0.002507151
CD4 TCM,TMEM120A,0.000130032,0.002519525
CD4 TCM,TPPP2,0.000133532,0.002584813
CD4 TCM,TMIGD1,0.00013362,0.002584813
CD4 TCM,LOC101929679,0.000133784,0.002585864
CD4 TCM,PFDN5,0.000134908,0.002605467
CD4 TCM,TRIM2,0.000140109,0.002703717
CD4 TCM,CCDC57,0.000141091,0.002720457
CD4 TCM,OLA1,0.000143725,0.002768981
CD4 TCM,RAB3A,0.000144076,0.002773497
CD4 TCM,CHD4,0.000146485,0.002817585
CD4 TCM,RBAK-RBAKDN,0.000147668,0.002831134
CD4 TCM,FKBP14,0.000147668,0.002831134
CD4 TCM,TSTA3,0.000147668,0.002831134
CD4 TCM,MARCH9,0.000147668,0.002831134
CD4 TCM,FBXL5,0.000150779,0.00288845
CD4 TCM,INPP4A,0.000154357,0.002954611
CD4 TCM,NCF4,0.000159713,0.00305466
CD4 TCM,PDCD4,0.000163237,0.003118184
CD4 TCM,NPEPPS,0.000163298,0.003118184
CD4 TCM,LZTS3,0.000167783,0.00320126
CD4 TCM,NABP1,0.000168338,0.003209261
CD4 TCM,ELF2,0.000169402,0.003226943
CD4 TCM,CXCR4,0.00017348,0.003301968
CD4 TCM,FYB1,0.000174676,0.003322061
CD4 TCM,ZNF275,0.000175712,0.003339087
CD4 TCM,MIR6812,0.000177456,0.003369538
CD4 TCM,SLC38A2,0.000178553,0.003387655
CD4 TCM,CRACR2A,0.000179107,0.003395447
CD4 TCM,HTATSF1,0.000183523,0.003476382
CD4 TCM,TP53BP1,0.000186862,0.003536792
CD4 TCM,OAT,0.000187923,0.003554042
CD4 TCM,MIR4669,0.000189939,0.0035893
CD4 TCM,THEMIS2,0.000192016,0.00362566
CD4 TCM,STK32A,0.000200668,0.003775614
CD4 TCM,BICRAL,0.000201369,0.003775614
CD4 TCM,SRGAP3,0.00020171,0.003775614
CD4 TCM,LRRC31,0.00020171,0.003775614
CD4 TCM,TET2-AS1,0.00020171,0.003775614
CD4 TCM,RBM22,0.00020171,0.003775614
CD4 TCM,OR4F21,0.00020171,0.003775614
CD4 TCM,SLC52A2,0.00020171,0.003775614
CD4 TCM,DNAJC3-DT,0.00020171,0.003775614
CD4 TCM,MIR2117,0.00020171,0.003775614
CD4 TCM,PIGT,0.00020171,0.003775614
CD4 TCM,LDLRAP1,0.000207001,0.00387159
CD4 TCM,EFCC1,0.00020815,0.003888799
CD4 TCM,ENPP6,0.000208249,0.003888799
CD4 TCM,APOBEC3F,0.000216642,0.004042337
CD4 TCM,TMEM14B,0.000216926,0.004044442
CD4 TCM,BTAF1,0.000220996,0.004117096
CD4 TCM,PP7080,0.000221606,0.004125207
CD4 TCM,PLCL1,0.000222793,0.00414405
CD4 TCM,PLB1,0.000225064,0.004183017
CD4 TCM,NBEAL2,0.000228816,0.004246784
CD4 TCM,UCP3,0.000228854,0.004246784
CD4 TCM,HTR4,0.000233231,0.004324635
CD4 TCM,RPS27L,0.000237153,0.004393914
CD4 TCM,WISP3,0.000243737,0.004512378
CD4 TCM,RFX3,0.000247698,0.004582118
CD4 TCM,C1orf74,0.00024821,0.004588005
CD4 TCM,LINC00520,0.000254019,0.004691738
CD4 TCM,INPP5F,0.000254916,0.004704623
CD4 TCM,VAMP1,0.00025731,0.00474512
CD4 TCM,ADK,0.000258947,0.004771596
CD4 TCM,VASN,0.00025992,0.004785794
CD4 TCM,DMRT2,0.000260745,0.004797263
CD4 TCM,EVA1C,0.000265257,0.004876497
CD4 TCM,LOC283140,0.000270225,0.004963979
CD4 TCM,SLC2A4RG,0.00027112,0.004976561
CD4 TCM,TGFBR1,0.000277383,0.005087571
CD4 TCM,AEN,0.000278963,0.00511259
CD4 TCM,NCDN,0.000282916,0.005181036
CD4 TCM,SMC3,0.000283472,0.005187202
CD4 TCM,MIR7848,0.000284113,0.005194934
CD4 TCM,SH3BP1,0.000285131,0.005209516
CD4 TCM,CORO2A,0.00028613,0.005223751
CD4 TCM,FERMT2,0.000287887,0.005251784
CD4 TCM,SDHC,0.000290016,0.005286538
CD4 TCM,RTL6,0.000291759,0.005314233
CD4 TCM,OXA1L,0.000293586,0.005339448
CD4 TCM,MIR4779,0.000293594,0.005339448
CD4 TCM,TMPPE,0.000294262,0.005347484
CD4 TCM,LINC02579,0.000294946,0.005355807
CD4 TCM,SNORA80B,0.000296904,0.005387236
CD4 TCM,PCSK7,0.00029877,0.005416949
CD4 TCM,FAM241B,0.000306501,0.005552868
CD4 TCM,STAU1,0.000309283,0.005598986
CD4 TCM,HECW2-AS1,0.000309747,0.005603109
CD4 TCM,C15orf39,0.00031014,0.005605934
CD4 TCM,TMEM235,0.000310769,0.005613034
CD4 TCM,DCAF4L2,0.000318739,0.005752601
CD4 TCM,NFKBIZ,0.000321958,0.00580627
CD4 TCM,DSCR9,0.000322271,0.0058075
CD4 TCM,RAB4A,0.000324991,0.005852065
CD4 TCM,INPP5A,0.000327013,0.005884007
CD4 TCM,SHQ1,0.000334441,0.006009083
CD4 TCM,DNAJB6,0.000334472,0.006009083
CD4 TCM,SCML1,0.000339719,0.006098721
CD4 TCM,SRSF7,0.000341443,0.006125043
CD4 TCM,CYFIP2,0.000348163,0.006240865
CD4 TCM,CELF2,0.000350235,0.006273251
CD4 TCM,LIN28A,0.000353328,0.006323882
CD4 TCM,NENF,0.000354469,0.006339515
CD4 TCM,TRIB2,0.000362987,0.006486948
CD4 TCM,JAM3,0.000366736,0.00654902
CD4 TCM,LINC00092,0.000368446,0.006574591
CD4 TCM,TATDN2,0.000372786,0.006647037
CD4 TCM,WDR48,0.000375846,0.006696566
CD4 TCM,UVSSA,0.000379129,0.006749971
CD4 TCM,VPS45,0.000380847,0.006775482
CD4 TCM,CRYGN,0.000382294,0.006796119
CD4 TCM,MIR5195,0.000384103,0.006823156
CD4 TCM,EEFSEC,0.000385905,0.006850033
CD4 TCM,FBXO32,0.00039633,0.007029808
CD4 TCM,ELMO2,0.000397367,0.007042938
CD4 TCM,BMP1,0.000404234,0.007159291
CD4 TCM,WNK1,0.000412932,0.007307877
CD4 TCM,EPHB6,0.00042222,0.007466677
CD4 TCM,RCSD1,0.000423216,0.007478706
CD4 TCM,CYTH2,0.000424423,0.007494443
CD4 TCM,TJP3,0.000425073,0.007500337
CD4 TCM,LAPTM4A,0.00043648,0.007695884
CD4 TCM,RHEB,0.000441586,0.007780129
CD4 TCM,IFNAR2,0.000442763,0.00779507
CD4 TCM,NPIPB15,0.000445982,0.007845913
CD4 TCM,FBXL14,0.000448651,0.007887002
CD4 TCM,MFSD4A,0.000452448,0.007947856
CD4 TCM,KIAA0930,0.000463958,0.008144015
CD4 TCM,IRF1,0.000465989,0.008173601
CD4 TCM,MORN3,0.000471157,0.008258139
CD4 TCM,ELK4,0.0004783,0.008377149
CD4 TCM,RAB5B,0.000492759,0.008624012
CD4 TCM,SEC23IP,0.000493893,0.008637484
CD4 TCM,CDKN2AIPNL,0.000499618,0.00873116
CD4 TCM,LIX1L,0.000501921,0.008764935
CD4 TCM,ANKRD11,0.000502596,0.008770257
CD4 TCM,MXD4,0.000507262,0.008845167
CD4 TCM,WDR55,0.000509965,0.008885763
CD4 TCM,TCF20,0.000536301,0.009337793
CD4 TCM,PEBP4,0.000538253,0.009358017
CD4 TCM,RPAP1,0.000538253,0.009358017
CD4 TCM,TBCD,0.0005412,0.009402351
CD4 TCM,NELL2,0.000547835,0.009510656
CD4 TCM,ZNF280C,0.000548792,0.009520288
CD4 TCM,PIK3IP1,0.000555463,0.009628973
CD4 TCM,NAA80,0.000557514,0.009657455
CD4 TCM,MDGA1,0.000558756,0.009671906
CD4 TCM,EZR-AS1,0.000559189,0.009672334
CD4 TCM,CLK4,0.000574434,0.009928782
CD4 TCM,LINC00895,0.000577764,0.009979054
CD8 TEM,HDAC4,0,0
CD8 TEM,GPR15,0,0
CD8 TEM,KLF3,0,0
CD8 TEM,SAP30,0,0
CD8 TEM,RAB3C,0,0
CD8 TEM,C6orf99,0,0
CD8 TEM,CELF2-AS2,0,0
CD8 TEM,LOC102031319,0,0
CD8 TEM,COX14,0,0
CD8 TEM,BTG1,0,0
CD8 TEM,SLC7A5,0,0
CD8 TEM,EIF5A,0,0
CD8 TEM,MAP3K14-AS1,0,0
CD8 TEM,WIPI1,0,0
CD8 TEM,SLC1A5,0,0
CD8 TEM,MIR4754,0,0
CD8 TEM,MIR3194,0,0
CD8 TEM,TOB2,0,0
CD8 TEM,TSPYL1,0,0
CD8 TEM,LINC01160,0,5.7824E-307
CD8 TEM,MBLAC1,1.3491E-298,1.5224E-295
CD8 TEM,MIB1,4.8545E-270,5.2289E-267
CD8 TEM,KLF6,5.1644E-257,5.321E-254
CD8 TEM,SLC25A3,6.9187E-253,6.8314E-250
CD8 TEM,ETFDH,1.1677E-244,1.1069E-241
CD8 TEM,BBS12,3.9238E-240,3.5762E-237
CD8 TEM,COPS4,1.3045E-236,1.1449E-233
CD8 TEM,ARHGAP12,6.1302E-235,5.1881E-232
CD8 TEM,PCIF1,8.524E-234,6.9653E-231
CD8 TEM,CEP57,1.4672E-233,1.159E-230
CD8 TEM,SON,1.5619E-233,1.1939E-230
CD8 TEM,ERVFRD-1,5.7102E-232,4.2286E-229
CD8 TEM,MIR505,2.9067E-220,2.0873E-217
CD8 TEM,SEL1L3,4.7125E-219,3.2845E-216
CD8 TEM,MARCH3,1.4262E-214,9.6559E-212
CD8 TEM,HMGCR,3.0395E-212,2.0007E-209
CD8 TEM,HIST1H2BD,3.1248E-209,2.0013E-206
CD8 TEM,AOAH,2.9754E-207,1.8555E-204
CD8 TEM,POLR3K,2.7159E-205,1.6502E-202
CD8 TEM,KIF21A,3.3128E-204,1.9626E-201
CD8 TEM,RAB1B,4.2831E-199,2.4755E-196
CD8 TEM,ANKMY2,5.1655E-197,2.9145E-194
CD8 TEM,EFNA5,9.5052E-195,5.2382E-192
CD8 TEM,CRTAM,7.6275E-194,4.1079E-191
CD8 TEM,PARD6G-AS1,3.7269E-193,1.9626E-190
CD8 TEM,TMEM41B,4.6878E-192,2.4149E-189
CD8 TEM,TOGARAM1,7.4892E-187,3.776E-184
CD8 TEM,PRDX3,1.7365E-184,8.5729E-182
CD8 TEM,TMEM191A,6.5734E-182,3.179E-179
CD8 TEM,PBX4,1.2089E-179,5.7294E-177
CD8 TEM,ODC1,1.2119E-177,5.631E-175
