"Name","ID","Chr","Loc","Type"
"LOC102723838","102723838","11","11q22.2","ncRNA"
"TMEM123","114908","11","11q22.2","protein-coding"
"MMP7","4316","11","11q22.2","protein-coding"
"MMP20","9313","11","11q22.2","protein-coding"
"MMP27","64066","11","11q22.2","protein-coding"
"MMP8","4317","11","11q22.2","protein-coding"
"MMP10","4319","11","11q22.2","protein-coding"
"MMP1","4312","11","11q22.2","protein-coding"
"MMP3","4314","11","11q22.2","protein-coding"
"MMP12","4321","11","11q22.2","protein-coding"
"MMP13","4322","11","11q22.2","protein-coding"
"DCUN1D5","84259","11","11q22.3","protein-coding"
"DYNC2H1","79659","11","11q22.3","protein-coding"
"MIR4693","100616457","11","11q22.3","ncRNA"
"DDI1","414301","11","11q22.3","protein-coding"
"PDGFD","80310","11","11q22.3","protein-coding"
"LINC02552","102723895","11","11q22.3","ncRNA"
"CASP12","100506742","11","11q22.3","protein-coding"
"CASP4","837","11","11q22.3","protein-coding"
"CASP5","838","11","11q22.3","protein-coding"
"CASP1","834","11","11q22.3","protein-coding"
"CARD16","114769","11","11q22.3","protein-coding"
"CARD17P","440068","11","11q22.3","pseudo"
"CARD18","59082","11","11q22.3","protein-coding"
"GRIA4","2893","11","11q22.3","protein-coding"
"MSANTD4","84437","11","11q22.3","protein-coding"
"AASDHPPT","60496","11","11q22.3","protein-coding"
"KBTBD3","143879","11","11q22.3","protein-coding"
"LINC02719","105369473","11","11q22.3","ncRNA"
"GUCY1A2","2977","11","11q22.3","protein-coding"
"CWF19L2","143884","11","11q22.3","protein-coding"
"ALKBH8","91801","11","11q22.3","protein-coding"
"ELMOD1","55531","11","11q22.3","protein-coding"
"NULL","643923","NULL","NULL","NULL"
"SLN","6588","11","11q22.3","protein-coding"
"SLC35F2","54733","11","11q22.3","protein-coding"
"RAB39A","54734","11","11q22.3","protein-coding"
"CUL5","8065","11","11q22.3","protein-coding"
"ACAT1","38","11","11q22.3","protein-coding"
"ATM","472","11","11q22.3","protein-coding"
"NPAT","4863","11","11q22.3","protein-coding"
"C11orf65","160140","11","11q22.3","protein-coding"
"POGLUT3","143888","11","11q22.3","protein-coding"
"EXPH5","23086","11","11q22.3","protein-coding"
"DDX10","1662","11","11q22.3","protein-coding"
"C11orf87","399947","11","11q22.3","protein-coding"
"ZC3H12C","85463","11","11q22.3","protein-coding"
"RDX","5962","11","11q22.3","protein-coding"
"LINC02732","105369486","11","11q22.3","ncRNA"
"FDX1","2230","11","11q22.3","protein-coding"
"ARHGAP20","57569","11","11q22.3-q23.1","protein-coding"
"POU2AF2","341032","11","11q23.1","protein-coding"
"POU2AF3","120376","11","11q23.1","protein-coding"
"COLCA1","399948","11","11q23.1","ncRNA"
"MIR4491","100616330","11","11q23.1","ncRNA"
"LOC100132078","100132078","11","11q23.1","ncRNA"
"POU2AF1","5450","11","11q23.1","protein-coding"
"BTG4","54766","11","11q23.1","protein-coding"
"MIR34B","407041","11","11q23.1","ncRNA"
"HOATZ","399949","11","11q23.1","protein-coding"
"LAYN","143903","11","11q23.1","protein-coding"
"SIK2","23235","11","11q23.1","protein-coding"
"PPP2R1B","5519","11","11q23.1","protein-coding"
"CFAP68","64776","11","11q23.1","protein-coding"
"ALG9","79796","11","11q23.1","protein-coding"
"FDXACB1","91893","11","11q23.1","protein-coding"
"CRYAB","1410","11","11q23.1","protein-coding"
"DIXDC1","85458","11","11q23.1","protein-coding"
"DLAT","1737","11","11q23.1","protein-coding"
"NKAPD1","55216","11","11q23.1","protein-coding"
"PIH1D2","120379","11","11q23.1","protein-coding"
"SDHD","6392","11","11q23.1","protein-coding"
"BCO2","83875","11","11q23.1","protein-coding"
"IL18","3606","11","11q23.1","protein-coding"
"TEX12","56158","11","11q23.1","protein-coding"
"PTS","5805","11","11q23.1","protein-coding"
"LOC100132686","100132686","11","11q23.1","ncRNA"
"LINC02762","283140","11","11q23.1","ncRNA"
"LINC02763","101928823","11","11q23.1","ncRNA"
"LINC02764","387810","11","11q23.1","ncRNA"
"NCAM1","4684","11","11q23.2","protein-coding"
"LOC101928847","101928847","11","11q23.2","ncRNA"
"NCAM1-AS1","100288346","11","11q23.2","ncRNA"
"TTC12","54970","11","11q23.2","protein-coding"
"ANKK1","255239","11","11q23.2","protein-coding"
"MIR4301","100422855","11","11q23.2","ncRNA"
"DRD2","1813","11","11q23.2","protein-coding"
"TMPRSS5","80975","11","11q23.2","protein-coding"
"ZW10","9183","11","11q23.2","protein-coding"
"CLDN25","644672","11","11q23.2","protein-coding"
"USP28","57646","11","11q23.2","protein-coding"
"HTR3B","9177","11","11q23.2","protein-coding"
"HTR3A","3359","11","11q23.2","protein-coding"
"ZBTB16","7704","11","11q23.2","protein-coding"
"NNMT","4837","11","11q23.2","protein-coding"
"LOC101928940","101928940","11","11q23.2","ncRNA"
"RBM7","10179","11","11q23.2","protein-coding"
"C11orf71","54494","11","11q23.2","protein-coding"
"REXO2","25996","11","11q23.2","protein-coding"
"NXPE1","120400","11","11q23.2","protein-coding"
"NXPE4","54827","11","11q23.2","protein-coding"
"NXPE2","120406","11","11q23.2-q23.3","protein-coding"
"LOC105369509","105369509","11","11q23.3","ncRNA"
"CADM1-AS1","105369507","11","11q23.3","ncRNA"
"CADM1","23705","11","11q23.3","protein-coding"
"LINC00900","283143","11","11q23.3","ncRNA"
"LINC02702","101929011","11","11q23.3","ncRNA"
"BUD13","84811","11","11q23.3","protein-coding"
"ZPR1","8882","11","11q23.3","protein-coding"
"APOA5","116519","11","11q23.3","protein-coding"
"APOC3","345","11","11q23.3","protein-coding"
"APOA1-AS","104326055","11","11q23.3","ncRNA"
"APOA1","335","11","11q23.3","protein-coding"
"SIK3","23387","11","11q23.3","protein-coding"
"PAFAH1B2","5049","11","11q23.3","protein-coding"
"SIDT2","51092","11","11q23.3","protein-coding"
"TAGLN","6876","11","11q23.3","protein-coding"
"PCSK7","9159","11","11q23.3","protein-coding"
"RNF214","257160","11","11q23.3","protein-coding"
"CEP164","22897","11","11q23.3","protein-coding"
"BACE1","23621","11","11q23.3","protein-coding"
"DSCAML1","57453","11","11q23.3","protein-coding"
"FXYD2","486","11","11q23.3","protein-coding"
"FXYD6-FXYD2","100533181","11","11q23.3","protein-coding"
"FXYD6","53826","11","11q23.3","protein-coding"
"TMPRSS13","84000","11","11q23.3","protein-coding"
"IL10RA","3587","11","11q23.3","protein-coding"
"TMPRSS4","56649","11","11q23.3","protein-coding"
"SMIM35","100526771","11","11q23.3","protein-coding"
"SCN4B","6330","11","11q23.3","protein-coding"
"SCN2B","6327","11","11q23.3","protein-coding"
"JAML","120425","11","11q23.3","protein-coding"
"MPZL3","196264","11","11q23.3","protein-coding"
"MPZL2","10205","11","11q23.3","protein-coding"
"CD3E","916","11","11q23.3","protein-coding"
"CD3D","915","11","11q23.3","protein-coding"
"CD3G","917","11","11q23.3","protein-coding"
"UBE4A","9354","11","11q23.3","protein-coding"
"ATP5MG","10632","11","11q23.3","protein-coding"
"KMT2A","4297","11","11q23.3","protein-coding"
"TTC36","143941","11","11q23.3","protein-coding"
"TMEM25","84866","11","11q23.3","protein-coding"
"TTC36-AS1","101929089","11","11q23.3","ncRNA"
"ARCN1","372","11","11q23.3","protein-coding"
"IFT46","56912","11","11q23.3","protein-coding"
"PHLDB1","23187","11","11q23.3","protein-coding"
"MIR6716","102466719","11","11q23.3","ncRNA"
"TREH","11181","11","11q23.3","protein-coding"
"DDX6","1656","11","11q23.3","protein-coding"
"CXCR5","643","11","11q23.3","protein-coding"
"MIR4492","100616376","11","11q23.3","ncRNA"
"UPK2","7379","11","11q23.3","protein-coding"
"BCL9L","283149","11","11q23.3","protein-coding"
"FOXR1","283150","11","11q23.3","protein-coding"
"CENATAC","338657","11","11q23.3","protein-coding"
"TRAPPC4","51399","11","11q23.3","protein-coding"
"NULL","100500840","NULL","NULL","NULL"
"SLC37A4","2542","11","11q23.3","protein-coding"
"HYOU1","10525","11","11q23.3","protein-coding"
"VPS11","55823","11","11q23.3","protein-coding"
"HMBS","3145","11","11q23.3","protein-coding"
"H2AX","3014","11","11q23.3","protein-coding"
"C2CD2L","9854","11","11q23.3","protein-coding"
"DPAGT1","1798","11","11q23.3","protein-coding"
"HINFP","25988","11","11q23.3","protein-coding"
"ABCG4","64137","11","11q23.3","protein-coding"
"NLRX1","79671","11","11q23.3","protein-coding"
"NHERF4","79849","11","11q23.3","protein-coding"
"CCDC153","283152","11","11q23.3","protein-coding"
"CBL","867","11","11q23.3","protein-coding"
"MIR6756","102465453","11","11q23.3","ncRNA"
"MCAM","4162","11","11q23.3","protein-coding"
"RNF26","79102","11","11q23.3","protein-coding"
"C1QTNF5","114902","11","11q23.3","protein-coding"
"USP2","9099","11","11q23.3","protein-coding"
"USP2-AS1","100499227","11","11q23.3","ncRNA"
"THY1","7070","11","11q23.3","protein-coding"
"NECTIN1","5818","11","11q23.3","protein-coding"
"NECTIN1-DT","102724301","11","11q23.3","ncRNA"
"TRIM29","23650","11","11q23.3","protein-coding"
"OAF","220323","11","11q23.3","protein-coding"
"POU2F3","25833","11","11q23.3","protein-coding"
"LOC649133","649133","11","11q23.3","ncRNA"
"TLCD5","219902","11","11q23.3","protein-coding"
"ARHGEF12","23365","11","11q23.3","protein-coding"
"GRIK4","2900","11","11q23.3","protein-coding"
"LOC101929227","101929227","11","11q23.3","ncRNA"
"TBCEL","219899","11","11q23.3","protein-coding"
"TECTA","7007","11","11q23.3","protein-coding"
"SC5D","6309","11","11q23.3-q24.1","protein-coding"
"SORL1","6653","11","11q24.1","protein-coding"
"MIR125B1","406911","11","11q24.1","ncRNA"
"BLID","414899","11","11q24.1","protein-coding"
"MIR100","406892","11","11q24.1","ncRNA"
"MIR100HG","399959","11","11q24.1","ncRNA"
"UBASH3B","84959","11","11q24.1","protein-coding"
"CRTAM","56253","11","11q24.1","protein-coding"
"JHY","79864","11","11q24.1","protein-coding"
"BSX","390259","11","11q24.1","protein-coding"
"SNORD14E","85391","11","11q24.1","snoRNA"
"SNORD14C","85389","11","11q24.1","snoRNA"
"HSPA8","3312","11","11q24.1","protein-coding"
"CLMP","79827","11","11q24.1","protein-coding"
"MIR4493","100616319","11","11q24.1","ncRNA"
"GRAMD1B","57476","11","11q24.1","protein-coding"
"SCN3B","55800","11","11q24.1","protein-coding"
"ZNF202","7753","11","11q24.1","protein-coding"
"OR6X1","390260","11","11q24.1","protein-coding"
"OR6M1","390261","11","11q24.1","protein-coding"
"OR8D4","338662","11","11q24.1","protein-coding"
"OR4D5","219875","11","11q24.1","protein-coding"
"OR10S1","219873","11","11q24.1","protein-coding"
"OR10G7","390265","11","11q24.2","protein-coding"
"VWA5A","4013","11","11q24.2","protein-coding"
"OR8G1","26494","11","11q24.2","protein-coding"
"OR8G5","219865","11","11q24.2","protein-coding"
"OR8D1","283159","11","11q24.2","protein-coding"
"OR8D2","283160","11","11q24.2","protein-coding"
"OR8B2","26595","11","11q24.2","protein-coding"
"OR8B3","390271","11","11q24.2","protein-coding"
"OR8B4","283162","11","11q24.2","protein-coding"
"OR8B8","26493","11","11q24.2","protein-coding"
"OR8B12","219858","11","11q24.2","protein-coding"
"OR8A1","390275","11","11q24.2","protein-coding"
"PANX3","116337","11","11q24.2","protein-coding"
"TBRG1","84897","11","11q24.2","protein-coding"
"SPA17","53340","11","11q24.2","protein-coding"
"SIAE","54414","11","11q24.2","protein-coding"
"NRGN","4900","11","11q24.2","protein-coding"
"VSIG2","23584","11","11q24.2","protein-coding"
"ESAM-AS1","101929340","11","11q24.2","ncRNA"
"ESAM","90952","11","11q24.2","protein-coding"
"MSANTD2-AS1","100507283","11","11q24.2","ncRNA"
"MSANTD2","79684","11","11q24.2","protein-coding"
"ROBO3","64221","11","11q24.2","protein-coding"
"ROBO4","54538","11","11q24.2","protein-coding"
"HEPN1","641654","11","11q24.2","protein-coding"
"HEPACAM","220296","11","11q24.2","protein-coding"
"CCDC15","80071","11","11q24.2","protein-coding"
"SLC37A2","219855","11","11q24.2","protein-coding"
"TMEM218","219854","11","11q24.2","protein-coding"
"PKNOX2-DT","103695364","11","11q24.2","ncRNA"
"PKNOX2","63876","11","11q24.2","protein-coding"
"LOC403312","403312","11","11q24.2","ncRNA"
"FEZ1","9638","11","11q24.2","protein-coding"
"EI24","9538","11","11q24.2","protein-coding"
"STT3A","3703","11","11q24.2","protein-coding"
"STT3A-AS1","105369550","11","11q24.2","ncRNA"
"CHEK1","1111","11","11q24.2","protein-coding"
"ACRV1","56","11","11q24.2","protein-coding"
"PATE2","399967","11","11q24.2","protein-coding"
"PATE3","100169851","11","11q24.2","protein-coding"
"HYLS1","219844","11","11q24.2","protein-coding"
"PUS3","83480","11","11q24.2","protein-coding"
"DDX25","29118","11","11q24.2","protein-coding"
"CDON","50937","11","11q24.2","protein-coding"
"FAM118B","79607","11","11q24.2","protein-coding"
"RPUSD4","84881","11","11q24.2","protein-coding"
"FOXRED1","55572","11","11q24.2","protein-coding"
"SRPRA","6734","11","11q24.2","protein-coding"
"TIRAP","114609","11","11q24.2","protein-coding"
"DCPS","28960","11","11q24.2","protein-coding"
"GSEC","399972","11","11q24.2","ncRNA"
"ST3GAL4","6484","11","11q24.2","protein-coding"
"LOC101929427","101929427","11","11q24.2","ncRNA"
"KIRREL3-AS2","100874251","11","11q24.2","ncRNA"
"MIR3167","100422918","11","11q24.2","ncRNA"
"KIRREL3-AS3","283165","11","11q24.2","ncRNA"
"KIRREL3","84623","11","11q24.2","protein-coding"
"LOC101929473","101929473","11","11q24.2","ncRNA"
"LINC02712","101929497","11","11q24.2","ncRNA"
"MIR6090","102466104","11","11q24.3","ncRNA"
"ETS1-AS1","101929517","11","11q24.3","ncRNA"
"ETS1","2113","11","11q24.3","protein-coding"
"FLI1","2313","11","11q24.3","protein-coding"
"LOC101929538","101929538","11","11q24.3","ncRNA"
"SENCR","100507392","11","11q24.3","ncRNA"
"KCNJ1","3758","11","11q24.3","protein-coding"
"KCNJ5","3762","11","11q24.3","protein-coding"
"KCNJ5-AS1","219833","11","11q24.3","ncRNA"
"TP53AIP1","63970","11","11q24.3","protein-coding"
"ARHGAP32","9743","11","11q24.3","protein-coding"
"BARX2","8538","11","11q24.3","protein-coding"
"LINC01395","101929557","11","11q24.3","ncRNA"
"TMEM45B","120224","11","11q24.3","protein-coding"
"NFRKB","4798","11","11q24.3","protein-coding"
"PRDM10","56980","11","11q24.3","protein-coding"
"PRDM10-DT","440072","11","11q24.3","ncRNA"
"APLP2","334","11","11q24.3","protein-coding"
"ST14","6768","11","11q24.3","protein-coding"
"ZBTB44","29068","11","11q24.3","protein-coding"
"ADAMTS8","11095","11","11q24.3","protein-coding"
"ADAMTS15","170689","11","11q24.3","protein-coding"
"MIR8052","102466873","11","11q24.3","ncRNA"
"LINC02873","283171","11","11q24.3","ncRNA"
"LINC02551","100507431","11","11q24.3","ncRNA"
"NULL","103611081","NULL","NULL","NULL"
"SNX19","399979","11","11q24.3-q25","protein-coding"
"NTM","50863","11","11q25","protein-coding"
"LOC101929653","101929653","11","11q25","ncRNA"
"NTM-AS1","101929637","11","11q25","ncRNA"
"NTM-IT","100874281","11","11q25","ncRNA"
"OPCML","4978","11","11q25","protein-coding"
"LINC02743","646522","11","11q25","ncRNA"
"SPATA19","219938","11","11q25","protein-coding"
"MIR4697","100616119","11","11q25","ncRNA"
"NULL","283174","NULL","NULL","NULL"
"IGSF9B","22997","11","11q25","protein-coding"
"LINC02731","100128239","11","11q25","ncRNA"
"JAM3","83700","11","11q25","protein-coding"
"VPS26B","112936","11","11q25","protein-coding"
"NCAPD3","23310","11","11q25","protein-coding"
"THYN1","29087","11","11q25","protein-coding"
"ACAD8","27034","11","11q25","protein-coding"
"GLB1L3","112937","11","11q25","protein-coding"
"GLB1L2","89944","11","11q25","protein-coding"
"B3GAT1","27087","11","11q25","protein-coding"
"B3GAT1-DT","283177","11","11q25","ncRNA"
"LOC100507548","100507548","11","11q25","ncRNA"
"IQSEC3","440073","12","12p13.33","protein-coding"
"LOC574538","574538","12","12p13.33","ncRNA"
"SLC6A12-AS1","101929384","12","12p13.33","ncRNA"
"SLC6A12","6539","12","12p13.33","protein-coding"
"LOC102723544","102723544","12","12p13.33","ncRNA"
"SLC6A13","6540","12","12p13.33","protein-coding"
"KDM5A","5927","12","12p13.33","protein-coding"
"B4GALNT3","283358","12","12p13.33","protein-coding"
"LOC105369595","105369595","12","12p13.33","ncRNA"
"NINJ2-AS1","100049716","12","12p13.33","ncRNA"
"NINJ2","4815","12","12p13.33","protein-coding"
"WNK1","65125","12","12p13.33","protein-coding"
"ERC1","23085","12","12p13.33","protein-coding"
"RAD52","5893","12","12p13.33","protein-coding"
"WNT5B","81029","12","12p13.33","protein-coding"
"FBXL14","144699","12","12p13.33","protein-coding"
"MIR3649","100500816","12","12p13.33","ncRNA"
"ADIPOR2","79602","12","12p13.33","protein-coding"
"LRTM2","654429","12","12p13.33","protein-coding"
"CACNA2D4","93589","12","12p13.33","protein-coding"
"LINC00940","100271702","12","12p13.33","ncRNA"
"DCP1B","196513","12","12p13.33","protein-coding"
"CACNA1C-IT2","100874369","12","12p13.33","ncRNA"
"CACNA1C-AS4","100874234","12","12p13.33","ncRNA"
"CACNA1C-IT3","100874370","12","12p13.33","ncRNA"
"CACNA1C-AS2","100874235","12","12p13.33","ncRNA"
"CACNA1C-AS1","100652846","12","12p13.33","ncRNA"
"ITFG2-AS1","283440","12","12p13.33","ncRNA"
"FKBP4","2288","12","12p13.33","protein-coding"
"ITFG2","55846","12","12p13.33","protein-coding"
"NULL","100507424","NULL","NULL","NULL"
"RHNO1","83695","12","12p13.33","protein-coding"
"TULP3","7289","12","12p13.33","protein-coding"
"TEAD4","7004","12","12p13.33","protein-coding"
"TSPAN9","10867","12","12p13.33-p13.32","protein-coding"
"PRMT8","56341","12","12p13.32","protein-coding"
"CRACR2A","84766","12","12p13.32","protein-coding"
"PARP11","57097","12","12p13.32","protein-coding"
"CCND2","894","12","12p13.32","protein-coding"
"CCND2-AS1","103752584","12","12p13.32","ncRNA"
"TIGAR","57103","12","12p13.32","protein-coding"
"FGF23","8074","12","12p13.32","protein-coding"
"FGF6","2251","12","12p13.32","protein-coding"
"C12orf4","57102","12","12p13.32","protein-coding"
"RAD51AP1","10635","12","12p13.32","protein-coding"
"DYRK4","8798","12","12p13.32","protein-coding"
"NDUFA9","4704","12","12p13.32","protein-coding"
"AKAP3","10566","12","12p13.32","protein-coding"
"GAU1","101929549","12","12p13.32","ncRNA"
"KCNA6","3742","12","12p13.32","protein-coding"
"KCNA1","3736","12","12p13.32","protein-coding"
"KCNA5","3741","12","12p13.32","protein-coding"
